Location_ID,Time_ID,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
961,12253,2017-01-23 01:53:00,48.0,0.0,80.0,29.75,10.0,Calm,0.0,0.01,Night,Night,Night,Night
2794,12254,2017-01-23 01:53:00,48.0,0.0,80.0,29.75,10.0,Calm,0.0,0.01,Night,Night,Night,Night
1393,12255,2017-01-23 06:47:00,41.0,38.0,93.0,29.82,10.0,SE,4.6,0.0,Night,Night,Night,Night
7532,12256,2017-01-23 06:47:00,41.0,38.0,93.0,29.82,10.0,SE,4.6,0.0,Night,Night,Night,Night
2886,12257,2017-01-23 01:55:00,44.6,0.0,93.0,29.78,10.0,Calm,0.0,0.0,Night,Night,Night,Night
3608,12258,2017-01-23 02:53:00,41.0,0.0,100.0,29.72,4.0,Calm,0.0,0.02,Night,Night,Night,Night
719,12259,2017-01-23 03:37:00,46.9,0.0,80.0,29.75,10.0,South,3.5,0.0,Night,Night,Night,Night
3119,12260,2017-01-23 02:53:00,44.1,41.5,89.0,29.75,10.0,NE,4.6,0.0,Night,Night,Night,Night
6262,12261,2017-01-23 03:53:00,44.1,39.5,96.0,29.79,10.0,West,8.1,0.02,Night,Night,Night,Night
4749,12262,2017-01-23 04:53:00,43.0,40.3,93.0,29.78,10.0,ESE,4.6,0.0,Night,Night,Night,Night
2168,12263,2017-01-23 07:53:00,45.0,42.6,90.0,29.83,10.0,SSE,4.6,0.01,Day,Day,Day,Day
7533,12264,2017-01-23 07:53:00,42.1,39.2,100.0,29.82,10.0,SSE,4.6,0.0,Day,Day,Day,Day
7534,12265,2017-01-23 07:53:00,45.0,42.6,90.0,29.83,10.0,SSE,4.6,0.01,Day,Day,Day,Day
4723,12266,2017-01-23 07:53:00,45.0,42.6,90.0,29.83,10.0,SSE,4.6,0.01,Day,Day,Day,Day
7535,12267,2017-01-23 08:55:00,42.8,0.0,100.0,29.84,10.0,Calm,0.0,0.0,Day,Day,Day,Day
7536,12268,2017-01-23 08:54:00,46.0,0.0,86.0,29.91,10.0,Calm,0.0,0.01,Day,Day,Day,Day
2286,12269,2017-01-23 08:53:00,45.0,41.8,90.0,29.86,10.0,ESE,5.8,0.02,Day,Day,Day,Day
4664,12270,2017-01-23 08:53:00,46.9,0.0,90.0,29.85,10.0,SE,8.1,0.01,Day,Day,Day,Day
7537,12271,2017-01-23 09:15:00,32.0,0.0,100.0,29.86,3.0,Calm,0.0,0.02,Day,Day,Day,Day
2336,12272,2017-01-23 09:53:00,50.0,0.0,86.0,29.87,10.0,SSE,10.4,0.0,Day,Day,Day,Day
728,12273,2017-01-23 09:53:00,48.0,0.0,80.0,29.83,10.0,SSW,9.2,0.0,Day,Day,Day,Day
3132,12274,2017-01-23 09:54:00,48.9,0.0,83.0,29.84,10.0,North,4.6,0.0,Day,Day,Day,Day
1379,12275,2017-01-23 09:55:00,48.0,0.0,93.0,29.87,10.0,ESE,4.6,0.01,Day,Day,Day,Day
7538,12276,2017-01-23 09:55:00,48.0,0.0,93.0,29.87,10.0,ESE,4.6,0.01,Day,Day,Day,Day
2340,12277,2017-01-23 09:50:00,46.4,40.1,81.0,29.88,10.0,SE,15.0,0.0,Day,Day,Day,Day
7539,12278,2017-01-23 09:53:00,46.9,0.0,86.0,29.86,10.0,SSE,11.5,0.0,Day,Day,Day,Day
7540,12279,2017-01-23 10:15:00,32.0,28.7,100.0,29.83,8.0,SE,3.5,0.0,Day,Day,Day,Day
7541,12280,2017-01-23 10:33:00,44.1,41.5,93.0,29.86,7.0,North,4.6,0.0,Day,Day,Day,Day
7291,12281,2017-01-23 10:47:00,48.2,0.0,82.0,29.9,10.0,South,5.8,0.0,Day,Day,Day,Day
6509,12282,2017-01-23 10:53:00,50.0,0.0,74.0,29.89,10.0,ESE,8.1,0.0,Day,Day,Day,Day
7542,12283,2017-01-23 10:55:00,50.0,0.0,80.0,29.88,10.0,SSE,4.6,0.0,Day,Day,Day,Day
7543,12284,2017-01-23 10:53:00,48.0,0.0,86.0,29.88,10.0,South,6.9,0.0,Day,Day,Day,Day
6181,12285,2017-01-23 10:53:00,48.9,0.0,77.0,29.83,10.0,SSW,5.8,0.0,Day,Day,Day,Day
1106,12286,2017-01-23 10:53:00,48.9,0.0,74.0,29.86,10.0,SSW,9.2,0.0,Day,Day,Day,Day
1089,12287,2017-01-23 10:53:00,48.9,0.0,77.0,29.83,10.0,SSW,5.8,0.0,Day,Day,Day,Day
7544,12288,2017-01-23 10:53:00,48.0,0.0,83.0,29.87,10.0,South,9.2,0.0,Day,Day,Day,Day
812,12289,2017-01-23 11:30:00,48.2,0.0,76.0,29.88,10.0,SSE,9.2,0.0,Day,Day,Day,Day
848,12290,2017-01-23 11:35:00,48.2,0.0,87.0,29.88,10.0,Calm,0.0,0.0,Day,Day,Day,Day
1039,12291,2017-01-23 11:54:00,48.9,0.0,77.0,29.91,5.0,SSW,8.1,0.02,Day,Day,Day,Day
7545,12292,2017-01-23 11:47:00,50.0,0.0,87.0,29.88,10.0,South,6.9,0.0,Day,Day,Day,Day
867,12293,2017-01-23 11:53:00,50.0,0.0,80.0,29.86,10.0,South,8.1,0.0,Day,Day,Day,Day
6730,12294,2017-01-23 11:53:00,50.0,0.0,80.0,29.86,10.0,South,8.1,0.0,Day,Day,Day,Day
7546,12295,2017-01-23 11:30:00,48.2,0.0,76.0,29.88,10.0,SSE,9.2,0.0,Day,Day,Day,Day
1850,12296,2017-01-23 11:53:00,50.0,0.0,74.0,29.83,8.0,SW,8.1,0.0,Day,Day,Day,Day
7547,12297,2017-01-23 11:53:00,50.0,0.0,74.0,29.83,8.0,SW,8.1,0.0,Day,Day,Day,Day
7548,12298,2017-01-23 11:53:00,48.0,0.0,74.0,29.85,10.0,SW,11.5,0.0,Day,Day,Day,Day
7549,12299,2017-01-23 11:53:00,50.0,0.0,74.0,29.88,10.0,ESE,4.6,0.0,Day,Day,Day,Day
4921,12300,2017-01-23 11:56:00,50.0,0.0,74.0,29.88,9.0,Calm,0.0,0.03,Day,Day,Day,Day
1347,12301,2017-01-23 11:53:00,48.9,0.0,83.0,29.89,7.0,WSW,5.8,0.02,Day,Day,Day,Day
7550,12302,2017-01-23 11:53:00,48.9,0.0,83.0,29.89,7.0,WSW,5.8,0.02,Day,Day,Day,Day
7551,12303,2017-01-23 11:56:00,48.9,0.0,74.0,29.9,10.0,Variable,3.5,0.02,Day,Day,Day,Day
7552,12304,2017-01-23 11:53:00,50.0,0.0,74.0,29.83,8.0,SW,8.1,0.0,Day,Day,Day,Day
7553,12305,2017-01-23 11:56:00,50.0,0.0,74.0,29.88,10.0,ESE,4.6,0.0,Day,Day,Day,Day
1782,12306,2017-01-23 12:10:00,48.2,0.0,76.0,29.87,10.0,South,9.2,0.0,Day,Day,Day,Day
5305,12307,2017-01-23 12:15:00,51.8,0.0,82.0,29.85,10.0,SE,5.8,0.0,Day,Day,Day,Day
1048,12308,2017-01-23 12:50:00,48.2,0.0,87.0,29.88,10.0,Calm,0.0,0.0,Day,Day,Day,Day
7554,12309,2017-01-23 11:53:00,50.0,0.0,74.0,29.83,8.0,SW,8.1,0.0,Day,Day,Day,Day
1171,12310,2017-01-23 12:54:00,50.0,0.0,71.0,29.89,10.0,North,0.0,0.01,Day,Day,Day,Day
7555,12311,2017-01-23 12:50:00,48.2,0.0,87.0,29.88,10.0,Calm,0.0,0.0,Day,Day,Day,Day
7556,12312,2017-01-23 12:53:00,52.0,0.0,69.0,29.82,10.0,SSW,9.2,0.01,Day,Day,Day,Day
7557,12313,2017-01-23 12:53:00,52.0,0.0,69.0,29.82,10.0,SSW,9.2,0.01,Day,Day,Day,Day
7558,12314,2017-01-23 12:53:00,46.9,0.0,74.0,29.86,10.0,WSW,9.2,0.02,Day,Day,Day,Day
7559,12315,2017-01-23 12:55:00,37.4,32.1,93.0,29.81,10.0,SSE,6.9,0.0,Day,Day,Day,Day
7560,12316,2017-01-23 13:15:00,37.4,33.8,93.0,29.8,10.0,SSE,4.6,0.0,Day,Day,Day,Day
7561,12317,2017-01-23 13:54:00,52.0,0.0,69.0,29.82,10.0,SSW,6.9,0.03,Day,Day,Day,Day
5315,12318,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,Day,Day,Day,Day
7562,12319,2017-01-23 13:55:00,51.1,0.0,68.0,29.84,10.0,West,5.8,0.0,Day,Day,Day,Day
7563,12320,2017-01-23 14:35:00,37.4,32.1,93.0,29.8,10.0,SE,6.9,0.0,Day,Day,Day,Day
7564,12321,2017-01-23 14:53:00,48.9,0.0,74.0,29.8,10.0,South,6.9,0.0,Day,Day,Day,Day
7565,12322,2017-01-23 14:56:00,52.0,0.0,66.0,29.85,10.0,West,9.2,0.0,Day,Day,Day,Day
4928,12323,2017-01-23 14:53:00,51.1,0.0,71.0,29.87,10.0,ENE,6.9,0.0,Day,Day,Day,Day
5611,12324,2017-01-23 15:56:00,50.0,0.0,74.0,29.88,10.0,SSE,3.5,0.0,Day,Day,Day,Day
4124,12325,2017-01-23 15:54:00,52.0,0.0,63.0,29.88,10.0,South,8.1,0.0,Day,Day,Day,Day
7566,12326,2017-01-23 15:56:00,50.0,0.0,74.0,29.88,10.0,SSE,3.5,0.0,Day,Day,Day,Day
7567,12327,2017-01-23 15:53:00,50.0,0.0,71.0,29.86,10.0,East,8.1,0.01,Day,Day,Day,Day
7568,12328,2017-01-23 15:35:00,37.4,0.0,100.0,29.86,10.0,Calm,0.0,0.0,Day,Day,Day,Day
7569,12329,2017-01-23 15:52:00,51.8,0.0,62.0,29.89,10.0,SE,6.9,0.0,Day,Day,Day,Day
3283,12330,2017-01-23 15:56:00,53.1,0.0,59.0,29.85,10.0,SW,9.2,0.0,Day,Day,Day,Day
7570,12331,2017-01-23 15:52:00,51.8,0.0,62.0,29.89,10.0,SE,6.9,0.0,Day,Day,Day,Day
7571,12332,2017-01-23 16:36:00,45.0,41.8,82.0,29.89,1.8,WSW,5.8,0.07,Day,Day,Day,Day
7572,12333,2017-01-23 16:53:00,48.0,0.0,74.0,29.87,10.0,ESE,6.9,0.0,Day,Day,Day,Day
7573,12334,2017-01-23 16:50:00,50.0,0.0,62.0,29.86,10.0,SSW,11.5,0.0,Day,Day,Day,Day
7574,12335,2017-01-23 16:56:00,50.0,0.0,66.0,29.86,10.0,SW,5.8,0.0,Day,Day,Day,Day
7575,12336,2017-01-23 16:56:00,50.0,0.0,74.0,29.88,10.0,Calm,0.0,0.0,Day,Day,Day,Day
2756,12337,2017-01-23 16:53:00,48.0,0.0,74.0,29.87,10.0,ESE,6.9,0.0,Day,Day,Day,Day
7576,12338,2017-01-23 16:53:00,48.0,0.0,74.0,29.87,10.0,ESE,6.9,0.0,Day,Day,Day,Day
7577,12339,2017-01-23 16:55:00,48.2,0.0,76.0,29.87,10.0,South,8.1,0.0,Day,Day,Day,Day
7578,12340,2017-01-23 16:45:00,46.4,39.8,0.0,29.88,10.0,NNE,16.1,0.0,Day,Day,Day,Day
702,12341,2017-01-23 16:53:00,50.0,0.0,71.0,29.86,10.0,SSE,4.6,0.0,Day,Day,Day,Day
2219,12342,2017-01-23 16:53:00,51.1,0.0,61.0,29.81,10.0,SW,8.1,0.0,Day,Day,Day,Day
7579,12343,2017-01-23 16:55:00,48.2,0.0,76.0,29.87,10.0,South,8.1,0.0,Day,Day,Day,Day
7580,12344,2017-01-23 16:55:00,35.6,30.7,93.0,29.82,10.0,SE,5.8,0.0,Day,Day,Day,Day
7581,12345,2017-01-23 16:52:00,50.0,0.0,71.0,29.88,10.0,Variable,3.5,0.0,Day,Day,Day,Day
3696,12346,2017-01-23 17:35:00,33.8,27.7,93.0,29.82,7.0,ESE,6.9,0.02,Night,Day,Day,Day
5217,12347,2017-01-23 17:53:00,50.0,0.0,66.0,29.88,10.0,SSW,4.6,0.0,Night,Day,Day,Day
7582,12348,2017-01-23 17:53:00,48.0,0.0,77.0,29.88,10.0,SE,10.4,0.0,Night,Night,Day,Day
7583,12349,2017-01-23 17:53:00,50.0,0.0,66.0,29.88,10.0,SSW,4.6,0.0,Night,Night,Day,Day
5659,12350,2017-01-23 17:53:00,46.9,0.0,80.0,29.86,10.0,South,4.6,0.0,Night,Night,Day,Day
7584,12351,2017-01-23 17:53:00,50.0,0.0,66.0,29.88,10.0,SSW,4.6,0.0,Night,Night,Night,Day
6262,12352,2017-01-23 18:53:00,43.0,0.0,100.0,29.91,10.0,Calm,0.0,0.0,Night,Night,Night,Day
7585,12353,2017-01-23 18:30:00,46.4,42.9,76.0,29.89,10.0,SE,6.9,0.0,Night,Night,Night,Day
7586,12354,2017-01-23 18:54:00,48.0,0.0,77.0,29.84,10.0,South,5.8,0.0,Night,Night,Night,Day
7587,12355,2017-01-23 18:53:00,50.0,0.0,77.0,29.88,10.0,South,8.1,0.0,Night,Night,Night,Day
7588,12356,2017-01-23 18:53:00,46.9,0.0,83.0,29.89,4.0,Calm,0.0,0.06,Night,Night,Night,Day
4559,12357,2017-01-23 18:30:00,46.4,42.9,76.0,29.89,10.0,SE,6.9,0.0,Night,Night,Night,Day
7589,12358,2017-01-23 18:35:00,32.0,0.0,100.0,29.89,5.0,Calm,0.0,0.0,Night,Night,Night,Day
7590,12359,2017-01-23 18:50:00,44.6,39.2,81.0,29.89,10.0,SE,10.4,0.0,Night,Night,Night,Night
684,12360,2017-01-23 18:53:00,46.0,43.9,79.0,29.88,10.0,SE,4.6,0.0,Night,Night,Night,Night
862,12361,2017-01-23 18:50:00,42.8,38.6,87.0,29.88,10.0,ESE,6.9,0.0,Night,Night,Night,Night
3527,12362,2017-01-23 18:47:00,48.2,0.0,82.0,29.88,10.0,SSE,8.1,0.0,Night,Night,Night,Night
657,12363,2017-01-23 18:48:00,46.4,43.5,81.0,29.89,10.0,South,5.8,0.0,Night,Night,Night,Night
3823,12364,2017-01-23 19:53:00,44.1,41.5,89.0,29.89,10.0,ESE,4.6,0.0,Night,Night,Night,Night
5985,12365,2017-01-23 19:53:00,48.9,0.0,74.0,29.89,10.0,SSW,8.1,0.0,Night,Night,Night,Night
6969,12366,2017-01-23 19:53:00,44.1,41.5,89.0,29.89,10.0,ESE,4.6,0.0,Night,Night,Night,Night
7584,12367,2017-01-23 19:53:00,44.1,42.5,79.0,29.9,10.0,ESE,3.5,0.0,Night,Night,Night,Night
3256,12368,2017-01-23 19:53:00,48.9,0.0,74.0,29.89,10.0,SSW,8.1,0.0,Night,Night,Night,Night
1077,12369,2017-01-23 19:54:00,48.0,0.0,71.0,29.91,10.0,SSE,4.6,0.01,Night,Night,Night,Night
7591,12370,2017-01-23 19:53:00,43.0,38.2,93.0,29.88,10.0,SE,8.1,0.0,Night,Night,Night,Night
7592,12371,2017-01-23 19:50:00,44.6,39.7,81.0,29.9,10.0,ESE,9.2,0.0,Night,Night,Night,Night
6191,12372,2017-01-23 19:53:00,46.0,41.9,86.0,29.89,10.0,ESE,8.1,0.01,Night,Night,Night,Night
6449,12373,2017-01-23 19:55:00,46.0,43.1,83.0,29.89,10.0,East,5.8,0.0,Night,Night,Night,Night
1525,12374,2017-01-23 20:30:00,42.8,38.0,81.0,29.91,10.0,ESE,8.1,0.0,Night,Night,Night,Night
3807,12375,2017-01-23 20:55:00,39.2,35.0,93.0,29.9,10.0,ESE,5.8,0.0,Night,Night,Night,Night
7593,12376,2017-01-23 20:55:00,42.8,0.0,93.0,29.88,10.0,Calm,0.0,0.0,Night,Night,Night,Night
1121,12377,2017-01-23 20:47:00,46.4,42.9,87.0,29.9,10.0,South,6.9,0.0,Night,Night,Night,Night
638,12378,2017-01-23 20:53:00,46.0,43.9,86.0,29.91,10.0,ENE,4.6,0.03,Night,Night,Night,Night
1282,12379,2017-01-23 20:53:00,44.1,42.5,79.0,29.89,10.0,Variable,3.5,0.0,Night,Night,Night,Night
6899,12380,2017-01-23 21:35:00,42.8,40.1,93.0,29.89,10.0,SSW,4.6,0.0,Night,Night,Night,Night
2530,12381,2017-01-23 20:53:00,46.0,43.9,86.0,29.91,10.0,ENE,4.6,0.03,Night,Night,Night,Night
7518,12382,2017-01-23 21:48:00,44.6,0.0,87.0,29.94,10.0,Calm,0.0,0.0,Night,Night,Night,Night
4089,12383,2017-01-23 21:53:00,46.0,43.1,83.0,29.91,10.0,ESE,5.8,0.0,Night,Night,Night,Night
1854,12384,2017-01-23 21:53:00,46.0,43.1,83.0,29.91,10.0,ESE,5.8,0.0,Night,Night,Night,Night
7594,12385,2017-01-23 21:50:00,37.4,32.1,93.0,29.91,10.0,ESE,6.9,0.0,Night,Night,Night,Night
5297,12386,2017-01-23 20:47:00,46.4,42.9,87.0,29.9,10.0,South,6.9,0.0,Night,Night,Night,Night
1874,12387,2017-01-23 22:55:00,39.2,34.2,93.0,29.92,10.0,East,6.9,0.0,Night,Night,Night,Night
1479,12388,2017-01-23 23:56:00,43.0,38.8,89.0,29.93,10.0,SE,6.9,0.0,Night,Night,Night,Night
4012,12389,2017-01-23 21:48:00,44.6,0.0,87.0,29.94,10.0,Calm,0.0,0.0,Night,Night,Night,Night
1191,12390,2017-01-23 23:56:00,45.0,40.6,86.0,29.9,10.0,SSE,8.1,0.0,Night,Night,Night,Night
7595,12391,2017-01-24 00:15:00,32.0,25.6,100.0,29.89,10.0,ESE,6.9,0.0,Night,Night,Night,Night
7596,12392,2017-01-24 00:53:00,43.0,38.8,82.0,29.87,10.0,South,6.9,0.0,Night,Night,Night,Night
2254,12393,2017-01-24 00:35:00,32.0,25.6,100.0,29.89,10.0,ESE,6.9,0.0,Night,Night,Night,Night
6689,12394,2017-01-24 00:53:00,43.0,37.7,86.0,29.91,10.0,ESE,9.2,0.0,Night,Night,Night,Night
857,12395,2017-01-24 00:53:00,37.9,34.4,89.0,29.91,10.0,ENE,4.6,0.0,Night,Night,Night,Night
4346,12396,2017-01-24 00:53:00,46.0,43.1,89.0,29.91,10.0,East,5.8,0.0,Night,Night,Night,Night
1552,12397,2017-01-24 06:47:00,39.2,0.0,100.0,29.98,10.0,Calm,0.0,0.0,Night,Night,Night,Night
3626,12398,2017-01-24 01:53:00,43.0,0.0,97.0,29.88,10.0,Calm,0.0,0.0,Night,Night,Night,Night
4415,12399,2017-01-24 01:53:00,43.0,0.0,97.0,29.88,10.0,Calm,0.0,0.0,Night,Night,Night,Night
6725,12400,2017-01-24 02:53:00,44.1,0.0,82.0,29.89,10.0,Calm,0.0,0.0,Night,Night,Night,Night
4921,12401,2017-01-24 03:56:00,42.1,38.4,89.0,29.93,10.0,SE,5.8,0.0,Night,Night,Night,Night
2596,12402,2017-01-24 04:15:00,44.6,42.2,81.0,29.96,10.0,East,4.6,0.0,Night,Night,Night,Night
880,12403,2017-01-24 07:53:00,44.1,41.5,89.0,30.02,10.0,NE,4.6,0.0,Day,Day,Day,Day
1682,12404,2017-01-24 08:56:00,46.9,0.0,80.0,30.05,10.0,North,4.6,0.0,Day,Day,Day,Day
599,12405,2017-01-24 08:54:00,48.0,0.0,77.0,30.04,10.0,ENE,4.6,0.0,Day,Day,Day,Day
1201,12406,2017-01-24 08:55:00,41.0,37.1,93.0,30.06,10.0,NNW,5.8,0.0,Day,Day,Day,Day
7597,12407,2017-01-24 08:55:00,41.0,37.1,93.0,30.06,10.0,NNW,5.8,0.0,Day,Day,Day,Day
7598,12408,2017-01-24 08:55:00,41.0,37.1,93.0,30.06,10.0,NNW,5.8,0.0,Day,Day,Day,Day
7599,12409,2017-01-24 08:55:00,33.8,0.0,100.0,30.04,10.0,Calm,0.0,0.0,Day,Day,Day,Day
1641,12410,2017-01-24 08:55:00,44.6,0.0,87.0,30.07,10.0,Calm,0.0,0.0,Day,Day,Day,Day
3308,12411,2017-01-24 08:54:00,48.0,0.0,77.0,30.04,10.0,ENE,4.6,0.0,Day,Day,Day,Day
627,12412,2017-01-24 08:54:00,45.0,41.2,76.0,30.07,10.0,NE,6.9,0.0,Day,Day,Day,Day
7600,12413,2017-01-24 09:15:00,35.6,32.8,87.0,30.04,10.0,NNW,3.5,0.01,Day,Day,Day,Day
7601,12414,2017-01-24 09:08:00,45.0,41.8,76.0,30.08,10.0,ENE,5.8,0.0,Day,Day,Day,Day
4055,12415,2017-01-24 09:53:00,46.9,0.0,86.0,30.1,10.0,NNW,8.1,0.0,Day,Day,Day,Day
7602,12416,2017-01-24 17:52:00,0.0,0.0,0.0,30.03,0.0,Calm,0.0,0.0,Day,Day,Day,Day
3422,12417,2017-01-24 09:35:00,37.4,34.9,81.0,30.05,10.0,NNW,3.5,0.01,Day,Day,Day,Day
624,12418,2017-01-24 09:35:00,44.6,0.0,87.0,30.1,10.0,Calm,0.0,0.0,Day,Day,Day,Day
7603,12419,2017-01-24 09:50:00,46.4,44.3,81.0,30.09,10.0,NNW,4.6,0.0,Day,Day,Day,Day
4485,12420,2017-01-24 09:54:00,52.0,0.0,66.0,30.06,10.0,NNE,5.8,0.0,Day,Day,Day,Day
7604,12421,2017-01-24 09:49:00,46.4,41.9,76.0,30.09,10.0,NNW,9.2,0.0,Day,Day,Day,Day
7605,12422,2017-01-24 09:50:00,46.4,44.3,81.0,30.09,10.0,NNW,4.6,0.0,Day,Day,Day,Day
968,12423,2017-01-24 09:53:00,46.0,44.8,79.0,30.07,10.0,SSW,3.5,0.0,Day,Day,Day,Day
7606,12424,2017-01-24 09:53:00,43.0,37.7,82.0,30.07,10.0,NE,9.2,0.0,Day,Day,Day,Day
1821,12425,2017-01-24 09:53:00,46.9,0.0,71.0,30.06,10.0,NE,8.1,0.0,Day,Day,Day,Day
7607,12426,2017-01-24 09:53:00,46.9,0.0,80.0,30.07,10.0,NNW,6.9,0.0,Day,Day,Day,Day
2555,12427,2017-01-24 09:53:00,46.0,0.0,68.0,30.09,10.0,Calm,0.0,0.0,Day,Day,Day,Day
5546,12428,2017-01-24 11:57:00,50.0,0.0,76.0,30.09,10.0,North,0.0,0.0,Day,Day,Day,Day
7608,12429,2017-01-24 10:53:00,48.9,0.0,66.0,30.1,10.0,West,3.5,0.0,Day,Day,Day,Day
717,12430,2017-01-24 10:55:00,46.4,43.5,81.0,30.11,10.0,North,5.8,0.0,Day,Day,Day,Day
7609,12431,2017-01-24 10:46:00,48.2,0.0,76.0,30.13,0.0,NW,11.5,0.0,Day,Day,Day,Day
7610,12432,2017-01-24 10:54:00,48.9,0.0,69.0,30.12,10.0,East,15.0,0.0,Day,Day,Day,Day
1216,12433,2017-01-24 10:53:00,48.0,0.0,71.0,30.08,10.0,NE,6.9,0.0,Day,Day,Day,Day
4581,12434,2017-01-24 10:53:00,50.0,0.0,77.0,30.07,10.0,Variable,4.6,0.0,Day,Day,Day,Day
7611,12435,2017-01-24 10:53:00,48.0,0.0,71.0,30.08,10.0,NE,6.9,0.0,Day,Day,Day,Day
7612,12436,2017-01-24 10:59:00,50.0,0.0,66.0,30.1,10.0,NNW,9.2,0.0,Day,Day,Day,Day
6756,12437,2017-01-24 10:55:00,46.4,43.5,81.0,30.11,10.0,North,5.8,0.0,Day,Day,Day,Day
7419,12438,2017-01-24 11:00:00,44.1,38.6,82.0,30.09,10.0,ENE,10.4,0.0,Day,Day,Day,Day
732,12439,2017-01-24 11:00:00,44.1,38.6,82.0,30.09,10.0,ENE,10.4,0.0,Day,Day,Day,Day
4030,12440,2017-01-24 10:55:00,46.4,43.5,81.0,30.11,10.0,North,5.8,0.0,Day,Day,Day,Day
1261,12441,2017-01-24 11:53:00,48.9,0.0,83.0,30.11,10.0,WNW,10.4,0.0,Day,Day,Day,Day
2402,12442,2017-01-24 11:53:00,51.1,0.0,63.0,30.09,10.0,WNW,9.2,0.0,Day,Day,Day,Day
1171,12443,2017-01-24 11:54:00,52.0,0.0,61.0,30.12,10.0,East,10.4,0.0,Day,Day,Day,Day
7613,12444,2017-01-24 11:53:00,50.0,0.0,80.0,30.1,10.0,NW,12.7,0.0,Day,Day,Day,Day
7614,12445,2017-01-24 11:53:00,51.1,0.0,63.0,30.09,10.0,WNW,9.2,0.0,Day,Day,Day,Day
3533,12446,2017-01-24 11:53:00,54.0,0.0,59.0,30.06,10.0,NNE,4.6,0.0,Day,Day,Day,Day
7615,12447,2017-01-24 11:56:00,48.9,0.0,74.0,30.1,10.0,NNE,11.5,0.0,Day,Day,Day,Day
7616,12448,2017-01-24 11:56:00,48.9,0.0,74.0,30.1,10.0,NNE,11.5,0.0,Day,Day,Day,Day
6445,12449,2017-01-24 11:53:00,50.0,0.0,71.0,30.08,10.0,Variable,5.8,0.0,Day,Day,Day,Day
2743,12450,2017-01-24 11:53:00,52.0,0.0,69.0,30.09,10.0,NE,15.0,0.0,Day,Day,Day,Day
611,12451,2017-01-24 11:53:00,46.0,40.6,76.0,30.09,10.0,ENE,11.5,0.0,Day,Day,Day,Day
3266,12452,2017-01-24 12:53:00,54.0,0.0,64.0,30.09,10.0,NE,5.8,0.0,Day,Day,Day,Day
2163,12453,2017-01-24 12:27:00,50.0,0.0,80.0,30.09,10.0,NW,10.4,0.0,Day,Day,Day,Day
7617,12454,2017-01-24 12:35:00,48.2,0.0,66.0,30.05,10.0,NNW,6.9,0.0,Day,Day,Day,Day
7091,12455,2017-01-24 12:53:00,48.0,0.0,71.0,30.08,10.0,NE,9.2,0.0,Day,Day,Day,Day
7618,12456,2017-01-24 12:37:00,51.1,0.0,74.0,30.09,10.0,NW,11.5,0.0,Day,Day,Day,Day
1966,12457,2017-01-24 12:50:00,50.0,0.0,71.0,30.1,10.0,NNW,11.5,0.0,Day,Day,Day,Day
7619,12458,2017-01-24 12:55:00,39.2,37.0,65.0,30.01,10.0,NNE,3.5,0.0,Day,Day,Day,Day
7620,12459,2017-01-24 12:55:00,39.2,37.0,65.0,30.01,10.0,NNE,3.5,0.0,Day,Day,Day,Day
7621,12460,2017-01-24 13:10:00,50.0,0.0,66.0,30.1,10.0,NW,10.4,0.0,Day,Day,Day,Day
7622,12461,2017-01-24 12:55:00,41.0,39.0,70.0,30.02,10.0,WNW,3.5,0.0,Day,Day,Day,Day
3681,12462,2017-01-24 12:53:00,48.0,0.0,71.0,30.08,10.0,NE,9.2,0.0,Day,Day,Day,Day
7623,12463,2017-01-24 14:15:00,41.0,39.0,70.0,30.03,10.0,NE,3.5,0.0,Day,Day,Day,Day
1002,12464,2017-01-24 14:30:00,51.8,0.0,62.0,30.09,10.0,NNW,11.5,0.0,Day,Day,Day,Day
7624,12465,2017-01-24 14:53:00,55.0,0.0,53.0,30.07,10.0,West,6.9,0.0,Day,Day,Day,Day
7625,12466,2017-01-24 15:48:00,53.6,0.0,58.0,30.09,10.0,West,9.2,0.0,Day,Day,Day,Day
1301,12467,2017-01-24 15:10:00,51.8,0.0,62.0,30.1,10.0,NW,10.4,0.0,Day,Day,Day,Day
4256,12468,2017-01-24 15:53:00,55.0,0.0,55.0,30.08,10.0,WSW,6.9,0.0,Day,Day,Day,Day
2821,12469,2017-01-24 15:30:00,51.8,0.0,62.0,30.11,10.0,WNW,9.2,0.0,Day,Day,Day,Day
2837,12470,2017-01-24 15:53:00,50.0,0.0,61.0,30.1,10.0,NE,8.1,0.0,Day,Day,Day,Day
7626,12471,2017-01-24 15:55:00,53.6,0.0,51.0,30.09,10.0,NNW,10.4,0.0,Day,Day,Day,Day
7627,12472,2017-01-24 15:52:00,53.6,0.0,58.0,30.1,10.0,NW,11.5,0.0,Day,Day,Day,Day
7628,12473,2017-01-24 15:53:00,55.0,0.0,57.0,30.09,10.0,WNW,12.7,0.0,Day,Day,Day,Day
7629,12474,2017-01-24 15:53:00,52.0,0.0,63.0,30.1,10.0,NW,11.5,0.0,Day,Day,Day,Day
